id,Station Name,Address_1,Address  2,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Subcategory,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select
196,DCMC GARAGE 3 / L1 #13,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
197,FOUNDATION COMM / 8500LOT,8500 State Hwy 71,,Austin,Texas,78735,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"8500 State Hwy 71
Austin, Texas 3251
(30.248663016, -97.890177024)",,40A
198,NEXUS EAST / STATION 2,720 Airport Blvd,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"720 Airport Blvd
Austin, Texas 2857
(30.252853003, -97.693278993)",$4.17/month PIE members $2/hr Non-Members,40A
199,ENDEAVOR REG / 901 E 6TH ST 4,901 E 6th St,,Austin,Texas,78702,2,,All Drivers,Workplace,General,J1772,240V,J1772,"901 E 6th St
Austin, Texas 2857
(30.265159984, -97.733481032)",,40A
200,ENDEAVOR REG / STATION1,11001 Lakeline Blvd,,Austin,Texas,78717,2,,All Drivers,Workplace,General,J1772,240V,J1772,"11001 Lakeline Blvd
Austin, Texas 2862
(30.480061085, -97.794551746)",,40A
201,DSMCUT / EVSE02 FLOOR L6,501573 E 15th St,,Austin,Texas,78701,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"501573 E 15th St
Austin, Texas 2856
(30.275257241, -97.729358387)",,40A
202,YETI RAMBLERS / EVSE #1,7601 Southwest Pkwy,William Cannon,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Yeti Coolers,Workplace,General,J1772,240V,J1772,"7601 Southwest Pkwy
Austin, Texas 3251
(30.25580599, -97.872517024)",$4.17/month PIE members $2/hr Non-Members,40A
203,NRP GROUP / DECKER 1,9000 Decker Ln,,Austin,Texas,78724,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"9000 Decker Ln
Austin, Texas 3240
(30.316931019, -97.615761979)",$4.17/month PIE members $2/hr Non-Members,40A
204,PARK BEND / AUSTIN VASCULAR,2217 Park Bend Dr,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Austin Vacular Access,Workplace,General,J1772,240V,J1772,"2217 Park Bend Dr
Austin, Texas 3646
(30.407851995, -97.70396198)",$4.17/month PIE members $2/hr Non-Members,40A
205,515 CONGRESS / 515 CONGRESS P9,515 Congress Ave,,Austin,Texas,78701,2,,All Drivers,Parking,Commercial,J1772,240V,J1772,"515 Congress Ave
Austin, Texas 2856
(30.267649996, -97.742504989)",,40A
206,PIE AE / PUB-STDAVIDSST1,710 Trinity St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"710 Trinity St
Austin, Texas 2856
(30.268812985, -97.739144013)",$4.17/month PIE members $2/hr Non-Members,40A
207,PIE AE / PUBACCSOAUSTIN1,5517 Manchaca Rd,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"5517 Manchaca Rd
Austin, Texas 3259
(30.215906999, -97.796698016)",$4.17/month PIE members $2/hr Non-Members,40A
208,ENDEAVOR REG / DEMONBREUN 1,1216 Demonbreun St,,Nashville,Tennessee,37203,2,,All Drivers,Workplace,General,J1772,240V,J1772,"1216 Demonbreun St
Nashville, Tennessee 30406
(36.154427019, -86.787545964)",,40A
209,7700 PARMER / 7700 PARMER,7700 W Parmer Ln,,Austin,Texas,78729,2,,All Drivers,Workplace,General,J1772,240V,J1772,"7700 W Parmer Ln
Austin, Texas 3245
(30.45749147, -97.750060269)",,40A
210,PALOMA RIDGE / PALOMA BDG C#5,13620 Ranch Rd 620 N,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,--,J1772,"13620 Ranch Rd 620 N
Austin, Texas 2862
(30.387240427, -97.903868619)",$4.17/month PIE members $2/hr Non-Members,40A
211,FLATIRON DOMAIN / FLATIRON DOM 2,10727 domain dr,,Austin,Texas,78758,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"10727 domain dr
Austin, Texas 3646
(30.394296991, -97.725484026)",,40A
212,TR DOMAIN 10 / COUSINS D10-1B,10902 Burnet Rd,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"10902 Burnet Rd
Austin, Texas 3646
(30.394263324, -97.720845577)",$4.17/month PIE members $2/hr Non-Members,40A
213,RPP GARAGE / ISLAND GW,12301 Research Blvd,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"12301 Research Blvd
Austin, Texas 3647
(30.429288, -97.754653971)",$4.17/month PIE members $2/hr Non-Members,40A
214,PIE AE / MUELLERHQ P1-3,4815 Mueller Blvd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4815 Mueller Blvd
Austin, Texas 3239
(30.30156502, -97.704676035)",$4.17/month PIE members $2/hr Non-Members,40A
215,DCMC GARAGE 3 / LL #4,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
216,AMD GO GREEN / P100 FL2 RIGHT,7171 Southwest Pkwy,,Austin,Texas,78735,2,,AMD Lone Star,Workplace,High-Tech,J1772,240V,J1772,"7171 Southwest Pkwy
Austin, Texas 3251
(30.251202984, -97.863350994)",,40A
217,ENDEAVOR REG / 901 E 6TH ST 3,901 E 6th St,,Austin,Texas,78702,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"901 E 6th St
Austin, Texas 2857
(30.265159984, -97.733481032)",,40A
218,ACC / AE HLC GAR 1F6,6018 WILHELMINA DELCO DR,,Austin,Texas,78752,2,,All Drivers,Education,University / College,J1772,240V,J1772,"6018 WILHELMINA DELCO DR
Austin, Texas 3641
(30.3166, -97.6575)",,40A
219,PARK&ZOOM / VALET #2,2601 Cardinal Loop,,Austin,Texas,78617,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Airport,J1772,240V,J1772,"2601 Cardinal Loop
Austin, Texas 8002
(30.213417993, -97.657223985)",$4.17/month PIE members $2/hr Non-Members,40A
220,PIE AE / PUB ACC NRIDGE2,11928 Stonehollow Dr,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"11928 Stonehollow Dr
Austin, Texas 3646
(30.403440013, -97.704204972)",$4.17/month PIE members $2/hr Non-Members,30A
221,PALOMA RIDGE / PALOMA BDG C#6,13620 N FM 620,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"13620 N FM 620
Austin, Texas 2862
(30.476522078, -97.77881028)",$4.17/month PIE members $2/hr Non-Members,40A
222,MERITAGE / STATION 1,4500 Steiner Ranch Blvd,,Austin,Texas,78732,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"4500 Steiner Ranch Blvd
Austin, Texas 3248
(30.383176007, -97.87965103)",$4.17/month PIE members $2/hr Non-Members,40A
223,AUSTIN DOT / PDC EV #4,6310 Wilhelmina Delco Drive,,Austin,Texas,78752,2,,All Drivers,Workplace,General,J1772,240V,J1772,"6310 Wilhelmina Delco Drive
Austin, Texas 3641
(30.26759, -97.74299)",,40A
224,GUEST / CHARGER 2,900 E 10th St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"900 E 10th St
Austin, Texas 2857
(30.269497996, -97.732107992)",$4.17/month PIE members $2/hr Non-Members,30A
225,WEINSTEIN / BEXLEY LAKELINE,2801 S Lakeline Blvd,,Cedar Park,Texas,78613,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"2801 S Lakeline Blvd
Cedar Park, Texas 3639
(30.474758735, -97.809984674)",$4.17/month PIE members $2/hr Non-Members,40A
226,OPHTHALMOLOGY / AUSTIN EYE STA1,1009 E 40th St,,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,--,J1772,"1009 E 40th St
Austin, Texas 3640
(30.296500004, -97.719614011)",$4.17/month PIE members $2/hr Non-Members,40A
227,NEXUS EAST / STATION 3,720 Airport Blvd,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"720 Airport Blvd
Austin, Texas 2857
(30.252853003, -97.693278993)",$4.17/month PIE members $2/hr Non-Members,40A
228,PIE AE / TLC STATI0N 2,721 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,--,J1772,"721 Barton Springs Rd
Austin, Texas 2859
(30.258649006, -97.751976036)",$4.17/month PIE members $2/hr Non-Members,40A
229,AUSTIN DOT / PDC EV #5,6310 Wilhelmina Delco Dr,,Austin,Texas,78752,2,,All Drivers,Workplace,General,J1772,240V,J1772,"6310 Wilhelmina Delco Dr
Austin, Texas 3641
(30.3166, -97.6575)",,40A
230,INDEED TOWER / STATION 5579,200 w 6th street,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"200 w 6th street
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
231,NATIONAL INSTRU / 7&8,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"11500 N Mopac Expy
Austin, Texas 3647
(30.406639008, -97.727892985)",$4.17/month PIE members $2/hr Non-Members,40A
232,NATIONAL INSTRU / 17&18;,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"11500 N Mopac Expy
Austin, Texas 3647
(30.406639008, -97.727892985)",$4.17/month PIE members $2/hr Non-Members,40A
233,PIE AE / PUBCHASEESCAL1,4301 Westbank Dr,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,--,J1772,"4301 Westbank Dr
Austin, Texas 3260
(30.275248988, -97.81713603)",$4.17/month PIE members $2/hr Non-Members,40A
234,PIE AE / ANIMAL SERVICE5,7201 Levander Loop,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"7201 Levander Loop
Austin, Texas 2864
(30.252743997, -97.689318041)",$4.17/month PIE members $2/hr Non-Members,30A
235,ABIA RETAIL LLC / STATION 01,2901 Spirit of Texas Dr,,Austin,Texas,78719,2,,All Drivers,Retail,Shopping Center,J1772,240V,J1772,"2901 Spirit of Texas Dr
Austin, Texas 2863
(30.197721999, -97.661789021)",,40A
236,PIE AE / PUB UTPICKLE2,10100 Burnet Rd,J. J. Pickle Research Campus,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Education,University / College,J1772,240V,J1772,"10100 Burnet Rd
Austin, Texas 3646
(30.387576004, -97.727587967)",$4.17/month PIE members $2/hr Non-Members,40A
237,ROSCOE PROPERTI / THE CONNECTION,4404 E Oltorf St,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"4404 E Oltorf St
Austin, Texas 3256
(30.228630016, -97.724758991)",$4.17/month PIE members $2/hr Non-Members,40A
238,REPUBLICSQUARE / GABLES REPUB1,311 W 5th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"311 W 5th St
Austin, Texas 2856
(30.267761015, -97.746479017)",$4.17/month PIE members $2/hr Non-Members,40A
239,CZPROPERTIES / FLOOR 2 UNIT 1,1400 Lavaca St,,Austin,Texas,78701,2,,All Drivers,Workplace,General,J1772,240V,J1772,"1400 Lavaca St
Austin, Texas 2856
(30.277083996, -97.742725014)",,40A
240,PIE AE / TECHNICENTER1,4101 Ed Bluestein Blvd,,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"4101 Ed Bluestein Blvd
Austin, Texas 3241
(30.277691013, -97.66628499)",$4.17/month PIE members $2/hr Non-Members,40A
241,DOMAIN TOWER 2 / LVL 2_STATION 2,10025 Alterra Pkwy,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10025 Alterra Pkwy
Austin, Texas 3646
(30.394621999, -97.722115003)",,40A
242,UNICOPROPERTIES / LAVACA PLAZA 2,504 Lavaca St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"504 Lavaca St
Austin, Texas 2856
(30.268229018, -97.746006026)",$4.17/month PIE members $2/hr Non-Members,40A
243,COLONIAL CTR HR / STATION 1,607 W 3rd St,,Austin,Texas,78703,2,,All Drivers,Workplace,General,J1772,240V,J1772,"607 W 3rd St
Austin, Texas 2856
(30.26670502, -97.750022969)",,40A
244,AISD / AISD PAC #3,1500 Barbara Jordan Blvd,,Austin,Texas,78723,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"1500 Barbara Jordan Blvd
Austin, Texas 3239
(30.304542985, -97.702827993)",,40A
245,PIE AE / NWRECCENTER 1,2913 Marilyn Dr,,Austin,Texas,78757,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parks and Recreation,,J1772,240V,J1772,"2913 Marilyn Dr
Austin, Texas 3247
(30.337572936, -97.752257304)",$4.17/month PIE members $2/hr Non-Members,40A
246,DCMC GARAGE 3 / EV STATION 2,4924 Mueller/Barbara Jordan,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4924 Mueller/Barbara Jordan
Austin, Texas 3239
(30.30385548, -97.704084562)",,40A
247,ACC / AE HLC GAR 2F1,6018 WILHELMINA DELCO DR,,Austin,Texas,78752,2,,All Drivers,Education,University / College,J1772,240V,J1772,"6018 WILHELMINA DELCO DR
Austin, Texas 3641
(30.3166, -97.6575)",,40A
248,TRAVIS FLATS / COUNTY STATION1,5335 Airport Blvd,,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"5335 Airport Blvd
Austin, Texas 3640
(30.315147014, -97.713145026)",$4.17/month PIE members $2/hr Non-Members,40A
249,DCMC GARAGE 3 / L1 #12,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
250,PIE AE / PDC LV1 CHRG#3,6310 Wilhelmina Delco Dr,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"6310 Wilhelmina Delco Dr
Austin, Texas 3641
(30.3166, -97.6575)",$4.17/month PIE members $2/hr Non-Members,40A
251,AISD / CASIS 1,2710 Exposition Blvd,,Austin,Texas,78703,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"2710 Exposition Blvd
Austin, Texas 2858
(30.304544997, -97.765951016)",,40A
252,COLONIAL CTR HR / STATION 2,607 W 3rd St,,Austin,Texas,78703,2,,All Drivers,Workplace,General,J1772,240V,J1772,"607 W 3rd St
Austin, Texas 2856
(30.26670502, -97.750022969)",,40A
253,PIE AE / MUELLERHQ P1-2,4815 Mueller Blvd,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4815 Mueller Blvd
Austin, Texas 3239
(30.30156502, -97.704676035)",$4.17/month PIE members $2/hr Non-Members,40A
254,NEIGHBORHOOD HO / 912 E11TH STAT1,901 Juniper St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"901 Juniper St
Austin, Texas 2857
(30.270326003, -97.731023039)",$4.17/month PIE members $2/hr Non-Members,40A
255,PIE AE / RUTHERFORDCAMP3,8301 Cameron Rd,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"8301 Cameron Rd
Austin, Texas 3643
(30.337343007, -97.680257036)",$4.17/month PIE members $2/hr Non-Members,40A
256,PIE AE / CONVENTION CTR3,201 E 2nd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"201 E 2nd St
Austin, Texas 2856
(30.263545001, -97.742439023)",$4.17/month PIE members $2/hr Non-Members,40A
257,ENDEAVOR REG / LEVEL 4 - #1,4301 Bull Creek Rd,,Austin,Texas,78731,2,,All Drivers,Workplace,General,J1772,240V,J1772,"4301 Bull Creek Rd
Austin, Texas 3247
(30.318010985, -97.753847967)",,40A
258,300W / 300 W 6TH,300 W 6th,,Austin,Texas,78701,2,,Tenants,Parking,Commercial,J1772,240V,J1772,"300 W 6th
Austin, Texas 2856
(30.269336016, -97.745612998)",,40A
259,ENDEAVOR REG / LEVEL 2 - #2,4301 Bull Creek Rd,,Austin,Texas,78731,2,,All Drivers,Workplace,General,J1772,240V,J1772,"4301 Bull Creek Rd
Austin, Texas 3247
(30.318010985, -97.753847967)",,40A
260,PIE AE / CONVENTION CTR2,201 E 2nd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"201 E 2nd St
Austin, Texas 2856
(30.263545001, -97.742439023)",$4.17/month PIE members $2/hr Non-Members,40A
261,NATIONAL INSTRU / 15&16;,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"11500 N Mopac Expy
Austin, Texas 3647
(30.406639008, -97.727892985)",$4.17/month PIE members $2/hr Non-Members,40A
262,5TH & COLORADO / 5TH & COLORADO4,201 W 5th St,,Austin,Texas,78701,2,,All Drivers,Workplace,General,J1772,240V,J1772,"201 W 5th St
Austin, Texas 2856
(30.267339992, -97.745003969)",,40A
263,NRP GROUP / LOYOLA 2,6200 Loyola Ln,,Austin,Texas,78724,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"6200 Loyola Ln
Austin, Texas 3240
(30.302478019, -97.650846028)",$4.17/month PIE members $2/hr Non-Members,40A
264,PIE AE / OTC 3FL PKGSTA3,505 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"505 Barton Springs Rd
Austin, Texas 2859
(30.257436019, -97.74927698)",$4.17/month PIE members $2/hr Non-Members,40A
265,GPT / GABLES 1,111 Sandra Muraida Way,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"111 Sandra Muraida Way
Austin, Texas 2856
(30.267467019, -97.754166982)",$4.17/month PIE members $2/hr Non-Members,40A
266,SLEEP INN / SLEEP INN 1,8410 E Hwy 290,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Hospitality,Hotel / Resort,J1772,240V,J1772,"8410 E Hwy 290
Austin, Texas 3643
(30.329890992, -97.661432036)",$4.17/month PIE members $2/hr Non-Members,40A
267,GPT / GPT 2,111 Sandra Muraida Way,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"111 Sandra Muraida Way
Austin, Texas 2856
(30.267467019, -97.754166982)",$4.17/month PIE members $2/hr Non-Members,
268,ASHTON AUSTIN / STATION2,101 Colorado St,,Austin,Texas,78701,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"101 Colorado St
Austin, Texas 2856
(30.264166016, -97.74536196)",,40A
269,ACC / AE HLC GAR 3F1,6018 WILHELMINA DELCO DR,,Austin,Texas,78752,2,,All Drivers,Education,University / College,J1772,240V,J1772,"6018 WILHELMINA DELCO DR
Austin, Texas 3641
(30.3166, -97.6575)",,40A
270,HABITAT SUITES / SINGLE PORT,500 E Highland Mall Blvd,,Austin,Texas,78752,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"500 E Highland Mall Blvd
Austin, Texas 3641
(30.329192989, -97.709052981)",$4.17/month PIE members $2/hr Non-Members,40A
271,DOMAIN TOWER 2 / LVL 6_STATION 4,10025 Alterra Pkwy,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10025 Alterra Pkwy
Austin, Texas 3646
(30.394621999, -97.722115003)",,40A
272,DCMC GARAGE 3 / STATION 40612,4910 Mueller Blvd,Parking garage,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4910 Mueller Blvd
Austin, Texas 3239
(30.302221994, -97.706071035)",,40A
273,HANOVER / L3,110 San Antonio St,,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,--,J1772,"110 San Antonio St
Austin, Texas 2856
(30.26531199, -97.749484013)",$4.17/month PIE members $2/hr Non-Members,40A
274,AUSTIN DOT / PDC EV #2,6310 Wilhelmina Delco Drive,,Austin,Texas,78752,2,,All Drivers,Workplace,General,J1772,240V,J1772,"6310 Wilhelmina Delco Drive
Austin, Texas 3641
(30.26759, -97.74299)",,40A
275,ENDEAVOR REG / VILL WESTLAKE 1,701 S Capital of Texas Hwy,,Austin,Texas,78746,2,,All Drivers,Parking,Commercial,J1772,240V,J1772,"701 S Capital of Texas Hwy
Austin, Texas 3260
(30.293001984, -97.827268996)",,40A
276,HPI 3700 / EV 4,3700 N Capital of Texas Hwy,,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"3700 N Capital of Texas Hwy
Austin, Texas 3260
(30.33672702, -97.806556978)",$4.17/month PIE members $2/hr Non-Members,40A
277,AUSTIN / AUSTIN 200 2,200 W Cesar Chavez St,,Austin,Texas,78701,2,,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"200 W Cesar Chavez St
Austin, Texas 2856
(30.264410013, -97.746215992)",,40A
278,STATION 1 / PLAZA-1,5001 Plaza on the Lake,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"5001 Plaza on the Lake
Austin, Texas 3260
(30.348358001, -97.800441039)",$4.17/month PIE members $2/hr Non-Members,40A
279,WETT / 1,1901 Capital Pkwy,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Wind Energy Access,Workplace,High-Tech,J1772,240V,J1772,"1901 Capital Pkwy
Austin, Texas 3260
(30.25998001, -97.797983968)",$4.17/month PIE members $2/hr Non-Members,40A
280,INDEED TOWER / B2,210 W 6th St,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"210 W 6th St
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
281,GARAGE 1 / GARAGE ONE,5010 S Congress Ave,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"5010 S Congress Ave
Austin, Texas 3259
(30.211702008, -97.771919015)",$4.17/month PIE members $2/hr Non-Members,40A
282,AQUILA / AQUILA BRDG PT1,6504 Bridge Point Pkwy,,Austin,Texas,78730,2,,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"6504 Bridge Point Pkwy
Austin, Texas 3246
(30.354967006, -97.802359992)",,40A
283,SAS / SAMSUNG 3,12100 samsung blvd,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"12100 samsung blvd
Austin, Texas 3643
(30.374996988, -97.637508995)",$4.17/month PIE members $2/hr Non-Members,40A
284,DCMC GARAGE 3 / LVL2 RAMP,4910 Mueller Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4910 Mueller Blvd
Austin, Texas 3239
(30.302221994, -97.706071035)",,40A
285,SILVER DOLLAR 1 / VAPRO SUPPLY,3600 Silver Dollar Cir,,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"3600 Silver Dollar Cir
Austin, Texas 3258
(30.206563985, -97.711263037)",$4.17/month PIE members $2/hr Non-Members,40A
286,DCMC GARAGE 3 / EV STATION 10,4924 Mueller/Barbara Jordan,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4924 Mueller/Barbara Jordan
Austin, Texas 3239
(30.30385548, -97.704084562)",,40A
287,AISD / LANIER1,1201 Payton gin rd.,,Austin,Texas,78758,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"1201 Payton gin rd.
Austin, Texas 3646
(30.360306991, -97.708061988)",,40A
288,RPP GARAGE / GARAGE 2,12455 Research Park Loop,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"12455 Research Park Loop
Austin, Texas 3647
(30.429688573, -97.75406753)",$4.17/month PIE members $2/hr Non-Members,40A
289,PIE AE / OTC 3FL PKGSTA1,505 BARTON springs rd.,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"505 BARTON springs rd.
Austin, Texas 2859
(30.257436019, -97.74927698)",$4.17/month PIE members $2/hr Non-Members,40A
290,ACC / AE HLC GAR 1F2,6018 WILHELMINA DELCO DR,,Austin,Texas,78752,2,,All Drivers,Education,University / College,J1772,240V,J1772,"6018 WILHELMINA DELCO DR
Austin, Texas 3641
(30.3166, -97.6575)",,40A
291,PIE AE / PUBACCRIVERSID1,1230-1290 Grove Blvd,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"1230-1290 Grove Blvd
Austin, Texas 3256
(30.233323315, -97.705501266)",$4.17/month PIE members $2/hr Non-Members,40A
292,REPUBLICSQUARE / GABLES REPUB4,219 W 4th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"219 W 4th St
Austin, Texas 2856
(30.26654698, -97.745821037)",$4.17/month PIE members $2/hr Non-Members,40A
293,PARK&ZOOM / VALET #3,9518 Hotel Dr,,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Airport,J1772,--,J1772,"9518 Hotel Dr
Austin, Texas 2863
(30.211932862, -97.66293639)",$4.17/month PIE members $2/hr Non-Members,40A
